nomcoor,municipi,lloc,estil,epoca,lat,lon,prot,idprot,imatge
Castell de Rosanes del Peiret (Martorell),Martorell,,,XI-XII,41.465873,1.935482,BCIN,1024-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/CASTELL_DEL_PEIRET.jpg/218px-CASTELL_DEL_PEIRET.jpg
Torre de les Hores (Martorell),Martorell,,Obra popular,Medieval,41.474681,1.931378,BCIN,1025-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Torre_de_les_Hores_(Martorell)_-_1.jpg/218px-Torre_de_les_Hores_(Martorell)_-_1.jpg
Serrat de les Torres (Martorell),Martorell,,,,41.470299,1.934227,BCIN,1026-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Torreta_Grimenella.jpg/218px-Torreta_Grimenella.jpg
Torreta del Clos (Martorell),Martorell,,Obra popular,XIX,41.471396,1.932663,BCIN,1027-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/La_Torrota_o_Torre_del_Clos.jpg/218px-La_Torrota_o_Torre_del_Clos.jpg
Palau dels Requesens (Molins de Rei),Molins de Rei,"Aparcament c. Casanoves - c. Rubió i Ors (sala gòtica i mur). Pl. de la Creu, 9 (escut)","Gòtic, obra popular",XV,41.41252,2.01688,BCIN,1050-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Palau_Requesens_redimensionar.jpg/218px-Palau_Requesens_redimensionar.jpg
Castellciuró (Molins de Rei),Molins de Rei,,Obra popular,Medieval,41.412150,2.030802,BCIN,1048-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Castellciuró,_Molins-3.JPG/218px-Castellciuró,_Molins-3.JPG"
Ermita i torre de Sant Pere de Romaní (Molins de Rei),Molins de Rei,"C. de la Riera de Bonet, ctra. N-II, km 609,1",Romànic,"XI, XVI",41.406142,2.031294,BCIN,1049-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Sant_Pere_del_Romaní.jpg/218px-Sant_Pere_del_Romaní.jpg
Castell d'Olesa (Olesa de Montserrat),Olesa de Montserrat,Restes de murs a la pl. Nova,,,41.545633,1.893920,BCIN,1128-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Castell_cel_i_colom.JPG/218px-Castell_cel_i_colom.JPG
Castell i església de Sant Pere Sacama (Olesa de Montserrat),Olesa de Montserrat,Sant Pere Sacama,"Preromànic, romànic","X, XI-XII, XVIII",41.568068,1.912828,BCIN,1129-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Sant_Pere_Sacama_(Olesa_de_Montserrat).JPG/218px-Sant_Pere_Sacama_(Olesa_de_Montserrat).JPG
Castell de Pallejà,Pallejà,"Av. Prat de la Riba, 10",,XVI-XVII,41.421808,1.996706,BCIN,1193-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Castell_de_Pallejà_Catalonia.JPG/218px-Castell_de_Pallejà_Catalonia.JPG
Castell del Papiol,El Papiol,,"Romànic, gòtic","XII-XV, XX",41.438552,2.010109,BCIN,1201-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Castell_del_Papiol.jpg/218px-Castell_del_Papiol.jpg
Castell de Sant Boi (Sant Boi de Llobregat),Sant Boi de Llobregat,C. del Castell,,,41.345074,2.044262,BCIN,1431-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Ubicació_del_Castell_de_Sant_Boi_de_Llobregat_.jpg/218px-Ubicació_del_Castell_de_Sant_Boi_de_Llobregat_.jpg
Torre del Fonollar (Sant Boi de Llobregat),Sant Boi de Llobregat,,Obra popular,X-XI,41.333099,2.034439,BCIN,1432-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Torre_del_fonollar.jpg/218px-Torre_del_fonollar.jpg
Torre de Llor (Sant Boi de Llobregat),Sant Boi de Llobregat,Masia del Llor,Obra popular,X,41.353667,2.013911,BCIN,1433-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Torre_del_Llor_2012-09-16_13-54-06.jpg/218px-Torre_del_Llor_2012-09-16_13-54-06.jpg
Torre de Benviure (Sant Boi de Llobregat),Sant Boi de Llobregat,,,XI-XII,41.343558,2.017078,BCIN,1434-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Torre_de_Benviure.jpg/218px-Torre_de_Benviure.jpg
Masia Torre Abadal (Sant Feliu de Llobregat),Sant Feliu de Llobregat,A la dreta de la carretera de la fàbrica Sanson,Preromànic,X,41.402892,2.047507,BCIN,4046-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Masia_Torre_Abadal_P1110777.JPG/218px-Masia_Torre_Abadal_P1110777.JPG
Torre de Can Felip (Sant Joan Despí),Sant Joan Despí,"Camí del Mig, disseminat 22",Romànic,XII,41.37433,2.049078,BCIN,4095-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/25/SantJoanDespi-CanFelip-5709.jpg/218px-SantJoanDespi-CanFelip-5709.jpg
Can Negre (Sant Joan Despí),Sant Joan Despí,Pl. de Catalunya,Modernisme<br />[[Josep Maria Jujol]],"XVII, XX (1915)",41.368564,2.058965,BCIN,391-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Jujol-SantJoanDespi-CanNegre-5803.jpg/218px-Jujol-SantJoanDespi-CanNegre-5803.jpg
Torre de la Creu (Sant Joan Despí),Sant Joan Despí,"Pg. de Canalies, 14",Modernisme,XX (1916),41.368125,2.060392,BCIN,1971-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Torre_de_la_Creu.JPG/218px-Torre_de_la_Creu.JPG
Castell de Sant Vicenç (Sant Vicenç dels Horts),Sant Vicenç dels Horts,Enderrocat l'any 1976,,,,,BCIN,1545-MH,
Cripta de la Colònia Güell (Santa Coloma de Cervelló),Santa Coloma de Cervelló,"C. del Bosc, 6. Colònia Güell",Modernisme<br />Antoni Gaudí,XIX-XX,41.363828,2.027819,PH<br />BCIN,184-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Cripta_de_la_Colònia_Güell_003.jpg/218px-Cripta_de_la_Colònia_Güell_003.jpg
Torre Salbana (Santa Coloma de Cervelló),Santa Coloma de Cervelló,,Historicisme,XI-XIX,41.365917,2.028756,BCIN,1392-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Torre_Salbana_(Santa_Coloma_de_Cervelló)_-_1.jpg/218px-Torre_Salbana_(Santa_Coloma_de_Cervelló)_-_1.jpg
Colònia Güell (Santa Coloma de Cervelló),Santa Coloma de Cervelló,,Modernisme,XIX Final,41.36166,2.0296,BCIN,1876-CH,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/091_Xemeneia_de_la_fàbrica,_Colònia_Güell.jpg/218px-091_Xemeneia_de_la_fàbrica,_Colònia_Güell.jpg"
Torre dels Moros (Vallirana),Vallirana,,Obra popular,Medieval,41.389203,1.943612,BCIN,1715-MH,
La Torre-Roja (Viladecans),Viladecans,,,"XIII-XIV, XIX",41.320289,2.022312,BCIN,1757-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Spain.Catalonia.Viladecans.Torre.Roja.1.JPG/218px-Spain.Catalonia.Viladecans.Torre.Roja.1.JPG
Torre del Baró (Viladecans),Viladecans,Passatge Doctor Ros,Gòtic,"XIII, XIX",41.316233,2.020401,BCIN,1758-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Spain.Catalonia.Viladecans.Torre.Baro.1.JPG/218px-Spain.Catalonia.Viladecans.Torre.Baro.1.JPG
Casa nova de l'Aragall (Corbera de Llobregat),Corbera de Llobregat,"C. Eucaliptus, 108, urbanització Creu de l'Aragall Júnior","Lloc amb representació gràfica sobre pedra, gravat.",Des de Neolític? a Bronze? (-5500/-650),41.427540,1.915757,BCIN,ZA,
Pedra amb inscultures de la Creu de l'Aragall (Corbera de Llobregat),Corbera de Llobregat,"Sala de plens de l'Ajuntament, originalment a la zona de Ca n'Aragall","Lloc amb representació gràfica sobre pedra, gravat.",Des de Neolític? a Medieval? (-5500/1492),41.430814,1.918108,BCIN,ZA,
Mines prehistòriques de Gavà - Can Tintorer,Gavà,,Galeries explotació minera. Galeries reaprofitament d'enterrament col·lectiu.,Neolític Mig-Recent (-3500/-2500). Des de Ferro-Ibèric a Romà (-650/476).,41.310428,2.000208,BCIN,ZA,
Castell d'Albinyana,Albinyana,Al costat de l'ermita de Sant Antoni,,,41.241310,1.475510,BCIN,747-MH,
Muralles de l'Arboç,L'Arboç,C. de la Muralla i altres,Obra popular,Medieval,41.268192,1.603869,BCIN,4123-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Muralles_de_l'Arboç-_a1.JPG/218px-Muralles_de_l'Arboç-_a1.JPG
Torre del Papiol (l'Arboç),L'Arboç,El Papiol,Romànic,Medieval,41.283578,1.603492,BCIN,474-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Torre_del_Papiol-_a1.JPG/218px-Torre_del_Papiol-_a1.JPG
Església de Sant Julià (l'Arboç),L'Arboç,C. Major,"Barroc, gòtic tardà",XVII,41.267897,1.604202,BCIN,3948-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Església_de_Sant_Julià-_a4.JPG/218px-Església_de_Sant_Julià-_a4.JPG
Castell de Banyeres (Banyeres del Penedès),Banyeres del Penedès,Turó del Castell,Romànic,XIII-XIV,41.281242,1.5786,BCIN,505-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Castell_de_Banyeres_(Banyeres_del_Penedès)_-_1.jpg/218px-Castell_de_Banyeres_(Banyeres_del_Penedès)_-_1.jpg
La Casa Murada (Banyeres del Penedès),Banyeres del Penedès,,"Gòtic tardà, obra popular",Medieval,41.273828,1.5286,BCIN,506-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/35/La_Casa_Murada-_a1.JPG/218px-La_Casa_Murada-_a1.JPG
Mas de la Muga (Bellvei),Bellvei,,Historicisme,XIX,41.220634,1.572648,BCIN,532-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Castell_de_la_Muga,_Bellvei.jpg/218px-Castell_de_la_Muga,_Bellvei.jpg"
Torre de Bellvei,Bellvei,"Pl. Nova, 1",Obra popular,XIV-XV,41.241006,1.576564,BCIN,533-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Torre_de_Bellvei-_a1.JPG/218px-Torre_de_Bellvei-_a1.JPG
Castell de la Bisbal (la Bisbal del Penedès),La Bisbal del Penedès,Pl. Major - c. Baixada del pont,Gòtic,XIV,41.281347,1.486737,BCIN,547-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Castell_de_la_Bisbal-_a1.JPG/218px-Castell_de_la_Bisbal-_a1.JPG
Torre de l'Ortigós (la Bisbal del Penedès),La Bisbal del Penedès,L'Ortigós,Obra popular,Medieval,41.283622,1.518462,BCIN,548-MH,
Torre forta de Santa Cristina (la Bisbal del Penedès),La Bisbal del Penedès,Al costat de l'ermita de Santa Cristina,Obra popular,Medieval,41.27175,1.440292,BCIN,549-MH,
Castell de la Santa Creu de Calafell,Calafell,Turó del Castell,Romànic,"XI, XII-XIV, XVIII",41.20155,1.568314,BCIN,314-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Castell_de_Calafell,_Baix_Penedes.jpg/218px-Castell_de_Calafell,_Baix_Penedes.jpg"
Torre d'en Viola (Calafell),Calafell,Sobre un turó a la cara nord de la Muntanya del Comú,Obra popular,XVII,41.19673,1.581755,BCIN,574-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Torre_de_Viola-_a11.JPG/218px-Torre_de_Viola-_a11.JPG
La Talaia de Calafell,Calafell,Dalt del turó de la Talaia,Obra popular,XV-XVIII,41.199319,1.59095,BCIN,799-MH-ZA,
Castell de Cunit,Cunit,Av. de la Font,Obra popular,,41.197222,1.632778,BCIN,721-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Castell_de_Cunit-_a1.JPG/218px-Castell_de_Cunit-_a1.JPG
Castell de Llorenç (Llorenç del Penedès),Llorenç del Penedès,Pl. del Castell,"Gòtic, historicisme","XVIII, XIX, XX",41.283483,1.551891,BCIN,1001-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Castell_de_Llorenç-_a1.JPG/218px-Castell_de_Llorenç-_a1.JPG
Castell de Marmellar (el Montmell),El Montmell,Cim del turó de Marmellar,Romànic,XII,41.358842,1.551011,BCIN,1091-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Castell_de_Marmellar_(El_Montmell)_-_1.jpg/218px-Castell_de_Marmellar_(El_Montmell)_-_1.jpg
Castell del Montmell,El Montmell,Cim de la serra de Montmell,,Medieval,41.330858,1.457044,BCIN,1092-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Castell_del_Montmell_-_2.jpg/218px-Castell_del_Montmell_-_2.jpg
Torreta de Vallflor (el Montmell),El Montmell,,Obra popular,XIII,41.342275,1.486181,BCIN,1093-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Torreta_de_Vallflor_(el_Montmell)_-_2.jpg/218px-Torreta_de_Vallflor_(el_Montmell)_-_2.jpg
Torre Milà (el Montmell),El Montmell,Serra de la Torre del Milà,Obra popular,XI,41.333307,1.46366,BCIN,1094-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Torre_Milà_(el_Montmell)_-_2.jpg/218px-Torre_Milà_(el_Montmell)_-_2.jpg
Castell de Can Ferrer i Mas de les Ventoses (el Montmell),El Montmell,,,Medieval,41.337222,1.531667,BCIN,1095-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Castell_de_Can_Ferrer_i_Mas_de_les_Ventoses_(el_Montmell)_-_1.jpg/218px-Castell_de_Can_Ferrer_i_Mas_de_les_Ventoses_(el_Montmell)_-_1.jpg
Castellot de Mas Mateu (el Montmell),El Montmell,,,Medieval,41.288556,1.414889,BCIN,1381-MH,
Castellvell de Gemenells (Sant Jaume dels Domenys),Sant Jaume dels Domenys,Partida de la Plana del Castell,Obra popular,,41.305229,1.539982,BCIN,1471-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Castellvell_de_Gemenells-_a1.JPG/218px-Castellvell_de_Gemenells-_a1.JPG
Castellnou de Gemenells (Sant Jaume dels Domenys),Sant Jaume dels Domenys,"C. Pau Casals, veïnat de l'Hostal",Obra popular,XVII-XX,41.30259,1.54087,BCIN,1472-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Castellnou_de_Gemenells-_a1.JPG/218px-Castellnou_de_Gemenells-_a1.JPG
Torre de Lleger (Sant Jaume dels Domenys),Sant Jaume dels Domenys,"C. del Raval, Lletger",,XII-XIII,41.293919,1.579353,BCIN,1473-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Torre_de_Lleger-_a1.JPG/218px-Torre_de_Lleger-_a1.JPG
Masia de Valldeflor (Sant Jaume dels Domenys),Sant Jaume dels Domenys,Camí dels Clots,,XV-XX,41.302763,1.585267,BCIN,1474-MH,
Castell de Santa Oliva,Santa Oliva,Pl. del Castell,"Romànic, gòtic","XI-XII, XV, XVIII",41.254031,1.549823,BCIN,1423-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/48/El_Castell.jpg/218px-El_Castell.jpg
Castell de Sant Vicenç de Calders (el Vendrell),El Vendrell,Sant Vicenç de Calders,,,41.203975,1.514556,BCIN,1725-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ubicació_Castell_de_Sant_Vicenç_de_Calders.JPG/218px-Ubicació_Castell_de_Sant_Vicenç_de_Calders.JPG
Torre del Telègraf (el Vendrell),El Vendrell,"C. de les Clotes, els Masos de Coma-ruga",Obra popular,XIX,41.192578,1.508711,BCIN,1726-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Torre_del_Telègraf.jpg/218px-Torre_del_Telègraf.jpg
Torre del Cintoi (el Vendrell),El Vendrell,C. del Cintoi,Obra popular,XIII-XIV,41.213371,1.534499,BCIN,1727-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Torre_del_Cintoi-_a1.JPG/218px-Torre_del_Cintoi-_a1.JPG
Mas del Bombo (el Vendrell),El Vendrell,"Urb. la Muntanyeta, davant del cementiri",Obra popular,XVI,41.219343,1.544869,BCIN,1728-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Mas_del_Bombo-_a1.JPG/218px-Mas_del_Bombo-_a1.JPG
Torre del Mas Francàs (el Vendrell),El Vendrell,"Ctra. N-340, km 1.186",Obra popular,"XV, XVIII-XIX, XX",41.179406,1.49875,BCIN,1729-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Torre_del_Mas_Francàs-_a2.JPG/218px-Torre_del_Mas_Francàs-_a2.JPG
Corralot d'en Virgili (el Vendrell),El Vendrell,,Obra popular,XVI-XVII,41.206228,1.479497,BCIN,1730-MH,
Torre de Botafocs (el Vendrell),El Vendrell,Av. de la Riera de la Bisbal,Obra popular,XIX,41.224092,1.529694,BCIN,1731-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Torre_de_Botafocs_i_del_Puig-_a1.JPG/218px-Torre_de_Botafocs_i_del_Puig-_a1.JPG
Torre del Puig (el Vendrell),El Vendrell,Av. del Baix Penedès - c. Bonaventura Gassol,,XIX,41.215917,1.538607,BCIN,1732-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Torre_del_Puig-_a1.JPG/218px-Torre_del_Puig-_a1.JPG
Cova de Vallmajor (Albinyana),Albinyana,Sobre el torrent de Vallmajor,"Cova natural amb representació gràfica, pintura",Des de Bronze Antic a Bronze Mig (-1800/-1200). Ferro-Ibèric Final (-200/-50),41.238054,1.474989,PH</br />BCIN,ZA,
Les Masies de Sant Miquel (Banyeres del Penedès),Banyeres del Penedès,,"Lloc d'habitació amb estructures conservades, poblat",Des de Ferro-Ibèric Antic a Ferro-Ibèric Final (-500/-150),41.271531,1.559128,BCIN,ZA,
Can Canyadó (Badalona),Badalona,"C. Pompeu Fabra, 28-50. Pomar de Baix",Obra popular,XVI-XVII,41.458214,2.256988,BCIN,10-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Can_Canyadó_-_Vista_general.jpg/218px-Can_Canyadó_-_Vista_general.jpg
Monestir de Sant Jeroni de la Murtra (Badalona),Badalona,Camí a Sant Jeroni de la Murtra,"Gòtic, renaixement",XV-XVI,41.469923,2.221054,BCIN,9-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/S._Jeroni_de_la_Murtra.jpg/218px-S._Jeroni_de_la_Murtra.jpg
Casa Enric Pavillard (Badalona),Badalona,"Av. Martí Pujol, 23 (Riera de Canyet)",Modernisme<br />Joan Amigó i Barriga,XX (1906),41.446667,2.247694,BCIN,11-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Casa_Enric_Pavillard_-_Vista_general.jpg/218px-Casa_Enric_Pavillard_-_Vista_general.jpg
Torre Vella (Badalona),Badalona,"Pl. Barberà, 13",Gòtic-renaixement,"XV-XVI, XVIII",41.452667,2.246722,BCIN,496-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Badalona_-_Torre_Vella_i_Campanar.jpg/218px-Badalona_-_Torre_Vella_i_Campanar.jpg
Castell de Godmar (Badalona),Badalona,Carretera de Pomar,"Gòtic, historicisme",XV-XIX,41.47444,2.24472,BCIN,288-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Castell_de_Godmar_-_Superior.jpg/218px-Castell_de_Godmar_-_Superior.jpg
Can Bofí Vell (Badalona),Badalona,Travessera de Montigalà (sobre el carrer Sant Fermí),Obra popular,XV-XVI,41.455361,2.233806,BCIN,907-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Can_Bofí_Vell_-_Vista_general.jpg/218px-Can_Bofí_Vell_-_Vista_general.jpg
Torre Sobirana de Can Llupià (Barcelona),Barcelona,Pg. dels Castanyers - c. Germans Desvalls,Romànic,XI-XII,41.439270,2.146530,BCIN,3978-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Torre_Sobirana_IMG_9823.JPG/218px-Torre_Sobirana_IMG_9823.JPG
Església de Sant Just i Pastor (Barcelona),Barcelona,"Pl. Sant Just, 6 - c. Hèrcules, 4-6 - c. Rera Sant Just, 3","Gòtic, neoclassicisme","XIV-XV, XIX-XX",41.382861,2.178160,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Façana_de_l'església_dels_sants_Just_i_Pastor.jpg/218px-Façana_de_l'església_dels_sants_Just_i_Pastor.jpg
Torre de Can Fargas (Barcelona),Barcelona,Pg. Maragall - av. Frederic Rahola,,Medieval,41.427421,2.164622,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Rutes_Històriques_a_Horta-Guinardó-can_fargues_02.jpg/218px-Rutes_Històriques_a_Horta-Guinardó-can_fargues_02.jpg
Capella Reial de Santa Àgata (Barcelona),Barcelona,Pl. del Rei,Gòtic,XIV,41.38431,2.17736,BCIN,25-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Capella_de_Santa_Àgata.JPG/218px-Capella_de_Santa_Àgata.JPG
Monestir de Sant Pau del Camp (Barcelona),Barcelona,"C. de Sant Pau, 99",Romànic,XII-XIII,41.37639,2.16944,BCIN,20-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Sant_Pau_del_Camp_-_Absis.JPG/218px-Sant_Pau_del_Camp_-_Absis.JPG
Monestir de Santa Anna (Barcelona),Barcelona,"C. de Santa Anna, 29 - c. de Rivadeneyra","Romànic, gòtic","XII, XIV-XV",41.38591,2.171409,BCIN,21-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Santa_Anna,_claustre_(IV).jpg/218px-Santa_Anna,_claustre_(IV).jpg"
Casa del Gremi de Velers (Barcelona),Barcelona,"C. St. Pere més Alt, 1 - Via Laietana, 50 - pl. Lluís Millet, 1-2",Neoclassicisme,XVIII,41.386936,2.174986,BCIN,48-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Casa_dels_Velers_des_de_la_Via_Laietana.jpg/218px-Casa_dels_Velers_des_de_la_Via_Laietana.jpg
Casa de l'Ardiaca (Barcelona),Barcelona,"C. de Santa Llúcia, 1",Gòtic tardà,"XV-XVI, XIX, XX",41.384042,2.175575,BCIN,47-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Casa_de_l'Ardiaca_02.jpg/218px-Casa_de_l'Ardiaca_02.jpg
Temple d'August (Barcelona),Barcelona,"C. del Paradís, 10",Romà,,41.383361,2.177169,BCIN,17-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Columnes_del_temple_d'August.jpg/218px-Columnes_del_temple_d'August.jpg
Catedral de Barcelona,Barcelona,Pla de la Seu,"Gòtic, historicisme","XIII-XV, XIX-XX",41.38389,2.17639,BCIN,22-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Sta-eulalia.jpg/218px-Sta-eulalia.jpg
Muralla romana (Barcelona),Barcelona,"Pl. Nova, av. Catedral, pl. Ramon Berenguer el Gran, de l'Àngel, Traginers, c. Regomir, Avinyó i de la Palla",,"III-IV, XIV",41.384087,2.175405,BCIN,18-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Torres_de_la_muralla_romana.jpg/218px-Torres_de_la_muralla_romana.jpg
Palau de la Generalitat (Barcelona),Barcelona,"Pl. de Sant Jaume, 4","Gòtic, renaixement","XV, XVI-XVII",41.38278,2.17667,BCIN,44-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Casa_generalitat_web.jpg/218px-Casa_generalitat_web.jpg
Antic Hospital de la Santa Creu (Barcelona),Barcelona,"C. de l'Hospital, 56 - c. del Carme, 47-49","Gòtic, renaixement, barroc","XV-XVI, XVII",41.38111,2.17,BCIN,29-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Casa_de_Convalescència_-_IEC.JPG/218px-Casa_de_Convalescència_-_IEC.JPG
Sant Pere de les Puel·les (Barcelona),Barcelona,"Pl. de Sant Pere, 15-16","Romànic, gòtic, historicisme","XII-XV, XX",41.38966,2.17876,BCIN,19-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Barcelona_-_Església_de_Sant_Pere_de_Puelles.jpg/218px-Barcelona_-_Església_de_Sant_Pere_de_Puelles.jpg
Santa Maria del Mar (Barcelona),Barcelona,"Pl. Sta. Maria, 1 - pg. Born 1-3 - c. Sombrerers, 2-4",Gòtic,XIV,41.38361,2.18194,BCIN,24-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Santa_Maria_del_Mar_2.jpg/218px-Santa_Maria_del_Mar_2.jpg
Santa Maria del Pi (Barcelona),Barcelona,Pl. del Pi,Gòtic,"XIV, XV-XVI",41.38216,2.17389,BCIN,26-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Barcelona_Santa_Maria_del_Pi_esterno.jpg/218px-Barcelona_Santa_Maria_del_Pi_esterno.jpg
Llotja de Mar (Barcelona),Barcelona,"Pla de Palau, 22 - pg. Isabel II, 1 - c. Consolat de Mar, 2-4 - pl. Antonio López, 4","Gòtic, neoclassicisme",XIV-XVIII,41.382222,2.1825,BCIN,49-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Llotja_Contractacions.jpg/218px-Llotja_Contractacions.jpg
Palau Reial Major (Barcelona),Barcelona,Pl. del Rei - c. dels Comtes,"Romànic, gòtic, gòtic tardà, renaixement","XII-XIII, XIV, XVI",41.38416,2.17757,BCIN,23-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Plaça_del_Rei_2074102277.jpg/218px-Plaça_del_Rei_2074102277.jpg
